Date,Vehicle_Type,Brand,Region,Fuel_Type,Price,Units_Sold,Customer_Rating,Age_Group
2024-06-17 18:57:05.709515856,SUV,Mahindra,North,Electric,2377541,227,4.3,46-55
2024-06-19 14:49:28.948247072,Truck,Maruti,South,Petrol,3018638,199,4.0,18-25
2024-06-21 10:41:52.186978296,Truck,Maruti,East,Hybrid,1103103,426,4.7,56+
2024-06-23 06:34:15.425709512,Electric,Honda,Central,Diesel,539279,478,4.0,18-25
2024-06-25 02:26:38.664440728,Electric,Maruti,Central,Electric,871931,172,3.7,26-35
2024-06-26 22:19:01.903171952,Hatchback,Tata,North,Electric,2489968,189,3.4,36-45
2024-06-28 18:11:25.141903168,Truck,Maruti,North,Petrol,2745854,43,4.9,56+
2024-06-30 14:03:48.380634384,SUV,Maruti,East,Electric,1609639,50,2.7,26-35
2024-07-02 09:56:11.619365608,Electric,Maruti,West,Hybrid,3371039,316,4.8,56+
2024-07-04 05:48:34.858096824,Electric,Toyota,South,Petrol,1802887,440,4.6,26-35
2024-07-06 01:40:58.096828040,SUV,Tata,North,Petrol,3249336,347,2.8,36-45
2024-07-07 21:33:21.335559264,Electric,Tata,Central,Petrol,2239080,323,3.9,36-45
2024-07-09 17:25:44.574290480,Hatchback,Mahindra,East,Petrol,945377,84,4.7,46-55
2024-07-11 13:18:07.813021696,Truck,Honda,South,Hybrid,2038510,450,3.9,26-35
2024-07-13 09:10:31.051752920,SUV,Maruti,East,Petrol,3116241,288,4.8,46-55
2024-07-15 05:02:54.290484136,Truck,Hyundai,South,Electric,3343586,185,4.9,26-35
2024-07-17 00:55:17.529215352,Electric,Honda,South,Hybrid,1757008,393,3.6,46-55
2024-07-18 20:47:40.767946576,Electric,Honda,North,Diesel,2779203,159,3.4,36-45
2024-07-20 16:40:04.006677792,SUV,Tata,East,Diesel,3743389,282,4.8,56+
2024-07-22 12:32:27.245409008,Hatchback,Honda,East,Electric,1443693,334,4.2,46-55
2024-07-24 08:24:50.484140232,Sedan,Maruti,Central,Electric,2001352,117,2.8,26-35
2024-07-26 04:17:13.722871448,SUV,Maruti,Central,Hybrid,623257,148,2.6,26-35
2024-07-28 00:09:36.961602664,Sedan,Toyota,North,Diesel,3576214,359,3.9,36-45
2024-07-29 20:02:00.200333888,Sedan,Maruti,North,Diesel,1817630,280,4.8,26-35
2024-07-31 15:54:23.439065104,Hatchback,Maruti,West,Diesel,3572369,356,4.6,18-25
2024-08-02 11:46:46.677796320,Sedan,Tata,Central,Diesel,1503171,428,4.2,56+
2024-08-04 07:39:09.916527544,Sedan,Maruti,South,Diesel,3520634,298,2.8,46-55
2024-08-06 03:31:33.155258760,Hatchback,Toyota,East,Petrol,2553607,221,3.1,56+
2024-08-07 23:23:56.393989984,Sedan,Hyundai,North,Electric,3400737,390,4.7,36-45
2024-08-09 19:16:19.632721200,Sedan,Tata,East,Petrol,1870485,281,3.0,46-55
2024-08-11 15:08:42.871452416,Sedan,Hyundai,East,Diesel,3351596,427,3.2,46-55
2024-08-13 11:01:06.110183640,SUV,Tata,West,Hybrid,2181076,75,2.8,18-25
2024-08-15 06:53:29.348914856,SUV,Mahindra,Central,Hybrid,2111935,492,4.2,36-45
2024-08-17 02:45:52.587646072,SUV,Honda,North,Diesel,612990,433,4.9,26-35
2024-08-18 22:38:15.826377296,Hatchback,Mahindra,East,Diesel,1618095,257,3.2,18-25
2024-08-20 18:30:39.065108512,Electric,Maruti,North,Hybrid,1558079,165,3.7,18-25
2024-08-22 14:23:02.303839728,Sedan,Hyundai,South,Petrol,1740351,56,4.1,56+
2024-08-24 10:15:25.542570952,Sedan,Maruti,West,Petrol,1481883,432,5.0,56+
2024-08-26 06:07:48.781302168,Hatchback,Honda,South,Diesel,2168321,463,2.8,56+
2024-08-28 02:00:12.020033384,Sedan,Tata,North,Petrol,1213226,210,3.7,18-25
2024-08-29 21:52:35.258764608,SUV,Honda,North,Hybrid,3793705,157,3.5,26-35
2024-08-31 17:44:58.497495824,Electric,Toyota,Central,Petrol,2118702,133,4.7,46-55
2024-09-02 13:37:21.736227040,Truck,Honda,East,Diesel,2460208,10,3.7,56+
2024-09-04 09:29:44.974958264,Sedan,Toyota,East,Hybrid,2000071,465,2.8,26-35
2024-09-06 05:22:08.213689480,SUV,Honda,South,Petrol,526806,256,4.1,36-45
2024-09-08 01:14:31.452420696,Truck,Toyota,West,Electric,1724648,352,4.4,56+
2024-09-09 21:06:54.691151920,Electric,Hyundai,East,Hybrid,915384,137,2.5,46-55
2024-09-11 16:59:17.929883136,Truck,Maruti,Central,Hybrid,570119,200,4.6,36-45
2024-09-13 12:51:41.168614352,SUV,Maruti,South,Electric,2373722,76,3.0,36-45
2024-09-15 08:44:04.407345576,Truck,Mahindra,South,Electric,1733741,13,3.9,46-55
2024-09-17 04:36:27.646076792,Hatchback,Maruti,Central,Hybrid,3226872,451,3.5,56+
2024-09-19 00:28:50.884808008,Truck,Tata,West,Electric,3067793,418,4.3,18-25
2024-09-20 20:21:14.123539232,Sedan,Honda,Central,Diesel,3476533,312,3.4,46-55
2024-09-22 16:13:37.362270448,Sedan,Mahindra,West,Diesel,2019603,303,4.7,46-55
2024-09-24 12:06:00.601001664,Hatchback,Tata,Central,Diesel,2468541,152,4.3,46-55
2024-09-26 07:58:23.839732888,SUV,Tata,Central,Hybrid,3004659,200,4.1,36-45
2024-09-28 03:50:47.078464104,Sedan,Toyota,North,Electric,2250740,30,4.5,26-35
2024-09-29 23:43:10.317195320,Electric,Maruti,South,Electric,1363403,236,4.4,18-25
2024-10-01 19:35:33.555926544,Sedan,Hyundai,Central,Petrol,1379903,322,2.6,56+
2024-10-03 15:27:56.794657760,Sedan,Hyundai,Central,Petrol,1385421,126,3.5,56+
2024-10-05 11:20:20.033388976,SUV,Mahindra,East,Electric,584080,446,4.8,26-35
2024-10-07 07:12:43.272120200,Truck,Hyundai,South,Electric,1801367,311,2.8,46-55
2024-10-09 03:05:06.510851416,Sedan,Honda,East,Electric,1478836,151,4.3,18-25
2024-10-10 22:57:29.749582632,Hatchback,Hyundai,South,Hybrid,3723522,493,4.9,56+
2024-10-12 18:49:52.988313856,Truck,Mahindra,East,Electric,2890137,469,2.6,56+
2024-10-14 14:42:16.227045072,Electric,Hyundai,Central,Petrol,2721599,410,4.2,46-55
2024-10-16 10:34:39.465776288,SUV,Honda,Central,Hybrid,2717181,48,3.7,26-35
2024-10-18 06:27:02.704507512,Electric,Toyota,North,Electric,679830,402,3.9,18-25
2024-10-20 02:19:25.943238728,Truck,Mahindra,East,Petrol,2056518,364,2.7,26-35
2024-10-21 22:11:49.181969944,Truck,Toyota,West,Hybrid,3984144,261,2.6,26-35
2024-10-23 18:04:12.420701168,Truck,Toyota,North,Electric,3159083,342,4.2,18-25
2024-10-25 13:56:35.659432384,Electric,Toyota,East,Electric,806094,216,4.6,18-25
2024-10-27 09:48:58.898163600,Truck,Tata,East,Electric,1736497,219,4.5,56+
2024-10-29 05:41:22.136894824,Electric,Maruti,North,Hybrid,1911220,124,3.9,56+
2024-10-31 01:33:45.375626040,Truck,Tata,Central,Petrol,1183404,234,2.7,18-25
2024-11-01 21:26:08.614357256,Hatchback,Maruti,East,Petrol,2047261,143,4.2,36-45
2024-11-03 17:18:31.853088480,Truck,Toyota,Central,Diesel,2984884,260,3.1,56+
2024-11-05 13:10:55.091819696,Electric,Mahindra,North,Electric,1366183,228,4.8,36-45
2024-11-07 09:03:18.330550912,Sedan,Maruti,Central,Diesel,1122893,416,4.6,18-25
2024-11-09 04:55:41.569282136,Truck,Honda,South,Diesel,1341965,452,4.3,56+
2024-11-11 00:48:04.808013352,Sedan,Honda,West,Petrol,844710,100,4.9,26-35
2024-11-12 20:40:28.046744568,Hatchback,Hyundai,East,Hybrid,1132543,363,2.6,18-25
2024-11-14 16:32:51.285475792,SUV,Maruti,West,Hybrid,3381738,385,4.3,46-55
2024-11-16 12:25:14.524207008,Hatchback,Mahindra,Central,Petrol,3609119,55,3.3,36-45
2024-11-18 08:17:37.762938224,Truck,Tata,East,Hybrid,951157,47,4.8,18-25
2024-11-20 04:10:01.001669448,Sedan,Toyota,Central,Diesel,1606581,151,3.2,18-25
2024-11-22 00:02:24.240400664,Sedan,Hyundai,South,Electric,1765898,109,4.3,56+
2024-11-23 19:54:47.479131880,Electric,Honda,North,Petrol,3835512,337,4.7,56+
2024-11-25 15:47:10.717863104,Sedan,Tata,East,Electric,2620539,199,2.6,56+
2024-11-27 11:39:33.956594320,Electric,Tata,South,Hybrid,1380412,44,3.5,46-55
2024-11-29 07:31:57.195325536,SUV,Toyota,South,Electric,2252844,156,4.4,56+
2024-12-01 03:24:20.434056760,Truck,Maruti,East,Hybrid,3731185,39,3.6,18-25
2024-12-02 23:16:43.672787976,Electric,Honda,Central,Hybrid,2741281,343,3.2,56+
2024-12-04 19:09:06.911519192,SUV,Mahindra,South,Diesel,3625460,93,3.0,26-35
2024-12-06 15:01:30.150250416,Sedan,Tata,West,Hybrid,2192110,378,2.8,56+
2024-12-08 10:53:53.388981632,Sedan,Toyota,South,Diesel,817875,290,4.6,46-55
2024-12-10 06:46:16.627712848,SUV,Mahindra,Central,Diesel,2228794,433,3.9,26-35
2024-12-12 02:38:39.866444072,Sedan,Maruti,Central,Diesel,1728337,353,2.7,18-25
2024-12-13 22:31:03.105175288,SUV,Honda,West,Petrol,3166078,279,3.5,18-25
2024-12-15 18:23:26.343906504,Electric,Maruti,South,Petrol,984814,163,3.4,36-45
2024-12-17 14:15:49.582637728,Electric,Tata,Central,Hybrid,1726134,111,3.0,26-35
2024-12-19 10:08:12.821368944,SUV,Mahindra,East,Diesel,3020107,224,3.6,36-45
2024-12-21 06:00:36.060100160,Electric,Mahindra,North,Petrol,2130668,159,3.3,26-35
2024-12-23 01:52:59.298831384,Electric,Mahindra,North,Diesel,1919541,441,3.4,26-35
2024-12-24 21:45:22.537562600,Electric,Tata,North,Electric,1552330,92,4.3,46-55
2024-12-26 17:37:45.776293816,Hatchback,Tata,South,Electric,2099908,119,3.1,36-45
2024-12-28 13:30:09.015025040,Truck,Maruti,West,Electric,2664412,444,4.1,46-55
2024-12-30 09:22:32.253756256,Sedan,Hyundai,Central,Hybrid,1615488,396,3.9,26-35
2025-01-01 05:14:55.492487472,Hatchback,Maruti,East,Diesel,2853847,435,3.9,18-25
2025-01-03 01:07:18.731218696,Electric,Honda,East,Electric,3130146,284,4.2,26-35
2025-01-04 20:59:41.969949912,SUV,Toyota,South,Petrol,3392478,210,3.9,46-55
2025-01-06 16:52:05.208681128,Electric,Mahindra,North,Electric,2484117,293,4.7,36-45
2025-01-08 12:44:28.447412352,Truck,Hyundai,South,Electric,2943282,477,4.2,36-45
2025-01-10 08:36:51.686143568,Electric,Toyota,West,Electric,1368374,182,3.9,46-55
2025-01-12 04:29:14.924874784,SUV,Hyundai,West,Hybrid,2255548,336,4.6,36-45
2025-01-14 00:21:38.163606008,Truck,Maruti,Central,Petrol,529725,215,4.0,56+
2025-01-15 20:14:01.402337224,Electric,Tata,Central,Diesel,1685574,72,3.2,18-25
2025-01-17 16:06:24.641068440,Truck,Mahindra,West,Petrol,604555,82,3.0,18-25
2025-01-19 11:58:47.879799664,Sedan,Maruti,West,Diesel,2858638,260,2.9,18-25
2025-01-21 07:51:11.118530880,Sedan,Toyota,West,Hybrid,1295928,133,4.7,36-45
2025-01-23 03:43:34.357262096,Electric,Toyota,South,Hybrid,2129311,384,4.3,36-45
2025-01-24 23:35:57.595993320,Truck,Toyota,West,Hybrid,1388036,130,4.8,26-35
2025-01-26 19:28:20.834724536,SUV,Toyota,East,Hybrid,3471783,284,4.0,26-35
2025-01-28 15:20:44.073455752,Electric,Toyota,North,Diesel,3162761,440,3.7,18-25
2025-01-30 11:13:07.312186976,Sedan,Hyundai,West,Electric,2325977,407,2.6,56+
2025-02-01 07:05:30.550918192,Sedan,Maruti,North,Diesel,2830255,129,4.2,26-35
2025-02-03 02:57:53.789649408,Electric,Mahindra,South,Petrol,1482599,431,4.0,26-35
2025-02-04 22:50:17.028380632,Truck,Tata,North,Hybrid,3013024,446,5.0,36-45
2025-02-06 18:42:40.267111848,Sedan,Tata,South,Hybrid,2652299,326,3.1,56+
2025-02-08 14:35:03.505843064,Truck,Maruti,East,Petrol,3040034,173,3.8,18-25
2025-02-10 10:27:26.744574288,Sedan,Maruti,South,Diesel,3072736,433,4.1,26-35
2025-02-12 06:19:49.983305504,Sedan,Tata,South,Electric,2898083,474,4.1,56+
2025-02-14 02:12:13.222036720,Hatchback,Tata,Central,Electric,2841991,295,3.9,56+
2025-02-15 22:04:36.460767944,Sedan,Hyundai,West,Petrol,3053314,274,4.4,18-25
2025-02-17 17:56:59.699499160,SUV,Honda,West,Electric,1046015,329,3.0,56+
2025-02-19 13:49:22.938230376,Electric,Mahindra,East,Diesel,1643657,170,4.3,56+
2025-02-21 09:41:46.176961600,Electric,Toyota,East,Diesel,1933441,385,4.0,56+
2025-02-23 05:34:09.415692816,Truck,Honda,West,Petrol,2140920,317,4.7,26-35
2025-02-25 01:26:32.654424032,Sedan,Maruti,Central,Diesel,2207017,98,4.6,18-25
2025-02-26 21:18:55.893155256,SUV,Tata,West,Hybrid,1189556,151,3.3,56+
2025-02-28 17:11:19.131886472,Truck,Honda,Central,Petrol,3289247,212,3.2,56+
2025-03-02 13:03:42.370617688,Hatchback,Mahindra,East,Diesel,3357261,318,5.0,26-35
2025-03-04 08:56:05.609348912,Truck,Maruti,North,Petrol,3725830,236,3.8,18-25
2025-03-06 04:48:28.848080128,Truck,Toyota,East,Electric,3594234,498,4.8,36-45
2025-03-08 00:40:52.086811344,Sedan,Toyota,East,Diesel,2753722,452,2.9,26-35
2025-03-09 20:33:15.325542568,Hatchback,Mahindra,South,Hybrid,2149729,343,4.1,18-25
2025-03-11 16:25:38.564273784,Truck,Mahindra,South,Diesel,1616271,231,4.5,56+
2025-03-13 12:18:01.803005000,SUV,Tata,South,Petrol,3028268,50,4.9,18-25
2025-03-15 08:10:25.041736224,SUV,Toyota,South,Petrol,3118760,205,3.3,18-25
2025-03-17 04:02:48.280467440,Electric,Maruti,Central,Diesel,2714387,77,4.3,18-25
2025-03-18 23:55:11.519198656,Hatchback,Honda,West,Hybrid,3599555,485,3.8,36-45
2025-03-20 19:47:34.757929880,Hatchback,Maruti,North,Hybrid,1989493,273,2.7,18-25
2025-03-22 15:39:57.996661096,Electric,Hyundai,East,Hybrid,2181641,11,4.2,36-45
2025-03-24 11:32:21.235392312,Truck,Hyundai,Central,Petrol,1567609,370,4.2,56+
2025-03-26 07:24:44.474123536,Hatchback,Mahindra,North,Diesel,1016409,134,4.8,36-45
2025-03-28 03:17:07.712854752,SUV,Tata,Central,Electric,1166165,119,3.7,56+
2025-03-29 23:09:30.951585968,SUV,Hyundai,Central,Petrol,3288363,95,3.1,56+
2025-03-31 19:01:54.190317192,Sedan,Toyota,East,Hybrid,3148272,434,2.6,36-45
2025-04-02 14:54:17.429048408,Hatchback,Maruti,West,Diesel,1743085,129,3.5,26-35
2025-04-04 10:46:40.667779632,Truck,Maruti,South,Hybrid,1926445,136,3.3,46-55
2025-04-06 06:39:03.906510848,Electric,Mahindra,West,Electric,2742168,264,4.4,18-25
2025-04-08 02:31:27.145242064,Electric,Honda,East,Hybrid,782017,192,3.4,46-55
2025-04-09 22:23:50.383973288,Truck,Mahindra,East,Hybrid,3735192,25,4.9,18-25
2025-04-11 18:16:13.622704504,Sedan,Honda,East,Electric,3267891,486,4.9,18-25
2025-04-13 14:08:36.861435720,Electric,Mahindra,North,Diesel,3763050,71,4.1,56+
2025-04-15 10:01:00.100166944,Hatchback,Mahindra,West,Petrol,2240687,378,4.8,18-25
2025-04-17 05:53:23.338898160,Sedan,Mahindra,West,Diesel,2435090,441,4.4,18-25
2025-04-19 01:45:46.577629376,Hatchback,Honda,Central,Electric,1245182,167,3.9,36-45
2025-04-20 21:38:09.816360592,SUV,Honda,Central,Hybrid,3044709,277,3.0,46-55
2025-04-22 17:30:33.055091808,Sedan,Mahindra,Central,Diesel,3395671,44,3.6,36-45
2025-04-24 13:22:56.293823040,Electric,Hyundai,East,Petrol,916978,276,3.9,18-25
2025-04-26 09:15:19.532554256,Sedan,Tata,West,Electric,1533316,73,4.7,56+
2025-04-28 05:07:42.771285472,Sedan,Tata,East,Diesel,3466201,59,3.7,36-45
2025-04-30 01:00:06.010016688,Sedan,Tata,North,Petrol,1124771,478,4.7,36-45
2025-05-01 20:52:29.248747904,Sedan,Honda,Central,Electric,3121038,264,4.2,26-35
2025-05-03 16:44:52.487479120,Hatchback,Honda,East,Petrol,2082460,158,2.8,18-25
2025-05-05 12:37:15.726210352,SUV,Hyundai,East,Electric,3880355,334,5.0,56+
2025-05-07 08:29:38.964941568,Truck,Tata,North,Hybrid,2180403,313,3.8,36-45
2025-05-09 04:22:02.203672784,Sedan,Tata,South,Diesel,1042601,285,3.5,36-45
2025-05-11 00:14:25.442404000,Electric,Mahindra,West,Petrol,2448183,366,4.1,56+
2025-05-12 20:06:48.681135216,Sedan,Honda,South,Electric,2270485,460,2.8,18-25
2025-05-14 15:59:11.919866432,Electric,Tata,Central,Petrol,1663490,181,4.1,26-35
2025-05-16 11:51:35.158597664,Hatchback,Maruti,East,Petrol,1047993,426,3.7,36-45
2025-05-18 07:43:58.397328880,Electric,Hyundai,North,Diesel,2701044,210,3.5,26-35
2025-05-20 03:36:21.636060096,Truck,Maruti,North,Hybrid,1812743,454,4.9,46-55
2025-05-21 23:28:44.874791312,SUV,Maruti,West,Petrol,3241094,402,3.8,18-25
2025-05-23 19:21:08.113522528,Electric,Hyundai,South,Electric,1739444,333,3.0,46-55
2025-05-25 15:13:31.352253744,Electric,Maruti,West,Electric,3725801,44,3.6,46-55
2025-05-27 11:05:54.590984976,SUV,Tata,East,Hybrid,2427205,474,4.8,46-55
2025-05-29 06:58:17.829716192,Truck,Honda,West,Electric,604195,491,2.9,18-25
2025-05-31 02:50:41.068447408,Sedan,Hyundai,North,Hybrid,3314139,225,3.0,18-25
2025-06-01 22:43:04.307178624,Electric,Mahindra,North,Electric,1582424,489,2.5,56+
2025-06-03 18:35:27.545909840,SUV,Maruti,Central,Diesel,1432883,74,2.5,26-35
2025-06-05 14:27:50.784641056,Hatchback,Hyundai,Central,Petrol,1838486,17,4.6,26-35
2025-06-07 10:20:14.023372288,SUV,Toyota,East,Diesel,1526630,310,4.3,56+
2025-06-09 06:12:37.262103504,Hatchback,Toyota,South,Petrol,2665251,352,3.4,56+
2025-06-11 02:05:00.500834720,Truck,Honda,West,Petrol,1977852,440,4.2,46-55
2025-06-12 21:57:23.739565936,Sedan,Tata,East,Petrol,3609389,433,3.5,56+
2025-06-14 17:49:46.978297152,SUV,Honda,Central,Diesel,3714850,341,4.9,36-45
2025-06-16 13:42:10.217028368,Electric,Honda,West,Petrol,2220023,447,4.9,26-35
2025-06-18 09:34:33.455759600,Truck,Honda,Central,Diesel,3170308,85,3.5,56+
2025-06-20 05:26:56.694490816,SUV,Honda,West,Hybrid,3914515,183,4.6,36-45
2025-06-22 01:19:19.933222032,Electric,Mahindra,South,Electric,986275,56,4.4,36-45
2025-06-23 21:11:43.171953248,SUV,Mahindra,East,Electric,798871,24,3.3,36-45
2025-06-25 17:04:06.410684464,Hatchback,Hyundai,West,Petrol,1657655,370,3.1,36-45
2025-06-27 12:56:29.649415680,SUV,Toyota,North,Diesel,3449281,156,3.6,46-55
2025-06-29 08:48:52.888146912,SUV,Honda,North,Electric,3661757,35,4.5,36-45
2025-07-01 04:41:16.126878128,SUV,Hyundai,West,Diesel,1794929,317,4.9,46-55
2025-07-03 00:33:39.365609344,Truck,Toyota,West,Diesel,3004594,102,4.4,46-55
2025-07-04 20:26:02.604340560,SUV,Maruti,West,Petrol,1743294,415,4.6,36-45
2025-07-06 16:18:25.843071776,Electric,Tata,North,Electric,2526683,241,4.0,26-35
2025-07-08 12:10:49.081802992,Hatchback,Mahindra,North,Petrol,1396816,30,4.6,36-45
2025-07-10 08:03:12.320534224,Hatchback,Maruti,West,Petrol,3714654,316,4.5,36-45
2025-07-12 03:55:35.559265440,SUV,Toyota,Central,Electric,2914802,47,3.4,36-45
2025-07-13 23:47:58.797996656,Truck,Maruti,Central,Electric,943031,285,3.9,26-35
2025-07-15 19:40:22.036727872,Truck,Tata,South,Hybrid,1590668,166,4.5,18-25
2025-07-17 15:32:45.275459088,Electric,Toyota,East,Hybrid,3970411,188,2.6,18-25
2025-07-19 11:25:08.514190304,SUV,Maruti,Central,Diesel,3580733,141,4.5,46-55
2025-07-21 07:17:31.752921536,Hatchback,Mahindra,North,Electric,2750041,320,2.9,46-55
2025-07-23 03:09:54.991652752,Truck,Mahindra,Central,Hybrid,3290373,464,3.8,26-35
2025-07-24 23:02:18.230383968,SUV,Hyundai,South,Diesel,2772158,357,4.5,56+
2025-07-26 18:54:41.469115184,Truck,Maruti,South,Diesel,3366879,37,3.1,18-25
2025-07-28 14:47:04.707846400,Truck,Honda,East,Diesel,3787058,269,3.1,46-55
2025-07-30 10:39:27.946577632,Hatchback,Maruti,Central,Hybrid,3703503,415,3.5,18-25
2025-08-01 06:31:51.185308848,Sedan,Toyota,North,Electric,2285516,85,4.7,26-35
2025-08-03 02:24:14.424040064,Electric,Toyota,North,Petrol,1816189,438,2.5,26-35
2025-08-04 22:16:37.662771280,Electric,Maruti,West,Diesel,790998,76,4.8,56+
2025-08-06 18:09:00.901502496,Hatchback,Tata,North,Hybrid,1161616,351,2.9,56+
2025-08-08 14:01:24.140233712,Truck,Mahindra,East,Hybrid,2328022,203,5.0,26-35
2025-08-10 09:53:47.378964944,SUV,Toyota,East,Petrol,2673408,481,4.9,46-55
2025-08-12 05:46:10.617696160,Truck,Mahindra,North,Petrol,3548593,171,3.7,18-25
2025-08-14 01:38:33.856427376,Hatchback,Toyota,North,Hybrid,1909854,356,3.8,36-45
2025-08-15 21:30:57.095158592,Electric,Hyundai,West,Electric,681360,448,3.7,56+
2025-08-17 17:23:20.333889808,Truck,Honda,North,Petrol,2944026,370,4.1,36-45
2025-08-19 13:15:43.572621024,Electric,Toyota,West,Hybrid,3015419,266,2.7,46-55
2025-08-21 09:08:06.811352256,SUV,Mahindra,West,Petrol,1838106,81,2.6,56+
2025-08-23 05:00:30.050083472,Electric,Hyundai,North,Electric,1791210,96,2.6,36-45
2025-08-25 00:52:53.288814688,Electric,Toyota,South,Diesel,1433688,431,3.6,46-55
2025-08-26 20:45:16.527545904,Sedan,Tata,South,Petrol,2630939,271,3.2,18-25
2025-08-28 16:37:39.766277120,Sedan,Honda,West,Electric,3143061,223,4.1,46-55
2025-08-30 12:30:03.005008336,Sedan,Toyota,North,Hybrid,3199424,162,5.0,56+
2025-09-01 08:22:26.243739568,Electric,Hyundai,South,Petrol,2001584,219,3.5,26-35
2025-09-03 04:14:49.482470784,Hatchback,Tata,North,Petrol,2369059,410,3.9,18-25
2025-09-05 00:07:12.721202000,Electric,Maruti,North,Hybrid,811955,70,3.5,36-45
2025-09-06 19:59:35.959933216,Hatchback,Hyundai,North,Diesel,2627599,277,4.6,56+
2025-09-08 15:51:59.198664432,Hatchback,Hyundai,Central,Hybrid,2725198,271,4.8,26-35
2025-09-10 11:44:22.437395648,Sedan,Tata,North,Petrol,1239290,227,4.7,46-55
2025-09-12 07:36:45.676126880,Truck,Hyundai,Central,Hybrid,2065070,292,4.9,26-35
2025-09-14 03:29:08.914858096,SUV,Tata,West,Electric,3614693,145,2.6,56+
2025-09-15 23:21:32.153589312,Sedan,Toyota,South,Hybrid,1141147,476,4.6,56+
2025-09-17 19:13:55.392320528,Sedan,Tata,South,Petrol,688490,389,4.4,26-35
2025-09-19 15:06:18.631051744,Truck,Tata,South,Hybrid,3629190,371,3.1,46-55
2025-09-21 10:58:41.869782960,SUV,Honda,South,Diesel,3004840,458,4.9,26-35
2025-09-23 06:51:05.108514192,Electric,Tata,South,Hybrid,1004409,450,2.9,56+
2025-09-25 02:43:28.347245408,Electric,Tata,South,Diesel,3884132,102,4.2,56+
2025-09-26 22:35:51.585976624,Sedan,Maruti,South,Electric,1016595,118,3.1,36-45
2025-09-28 18:28:14.824707840,SUV,Toyota,West,Diesel,1163689,250,3.6,36-45
2025-09-30 14:20:38.063439056,Sedan,Honda,North,Hybrid,2763089,364,4.3,18-25
2025-10-02 10:13:01.302170272,Hatchback,Maruti,East,Petrol,1595426,433,3.9,56+
2025-10-04 06:05:24.540901504,Sedan,Mahindra,Central,Diesel,3962092,151,3.6,36-45
2025-10-06 01:57:47.779632720,Sedan,Toyota,East,Electric,743306,300,3.3,26-35
2025-10-07 21:50:11.018363936,Electric,Toyota,East,Diesel,3739536,441,4.6,46-55
2025-10-09 17:42:34.257095152,Electric,Mahindra,North,Diesel,3258909,246,2.9,26-35
2025-10-11 13:34:57.495826368,Electric,Tata,North,Diesel,2826133,349,3.6,46-55
2025-10-13 09:27:20.734557584,Hatchback,Maruti,North,Electric,3119372,321,4.8,36-45
2025-10-15 05:19:43.973288816,Electric,Hyundai,South,Hybrid,2239461,186,4.6,18-25
2025-10-17 01:12:07.212020032,SUV,Honda,West,Diesel,2650224,150,3.5,26-35
2025-10-18 21:04:30.450751248,Truck,Hyundai,South,Diesel,2026322,198,4.4,26-35
2025-10-20 16:56:53.689482464,SUV,Mahindra,West,Petrol,1571860,495,4.6,26-35
2025-10-22 12:49:16.928213680,SUV,Toyota,West,Electric,2527410,58,4.7,46-55
2025-10-24 08:41:40.166944896,Electric,Toyota,East,Diesel,2680521,311,3.9,36-45
2025-10-26 04:34:03.405676128,Truck,Honda,East,Electric,1311554,378,3.0,26-35
2025-10-28 00:26:26.644407344,Truck,Toyota,West,Diesel,3334418,199,3.1,26-35
2025-10-29 20:18:49.883138560,Truck,Toyota,West,Hybrid,1087100,145,3.2,18-25
2025-10-31 16:11:13.121869776,Hatchback,Honda,South,Hybrid,3915871,52,4.0,18-25
2025-11-02 12:03:36.360600992,Electric,Maruti,South,Diesel,2881732,413,2.6,36-45
2025-11-04 07:55:59.599332208,Truck,Maruti,East,Hybrid,2377971,389,4.1,36-45
2025-11-06 03:48:22.838063440,Hatchback,Honda,North,Diesel,3120308,362,3.4,56+
2025-11-07 23:40:46.076794656,Sedan,Mahindra,West,Hybrid,1269097,99,3.2,18-25
2025-11-09 19:33:09.315525872,Sedan,Toyota,South,Petrol,2849316,304,4.7,56+
2025-11-11 15:25:32.554257088,Hatchback,Toyota,East,Petrol,3366757,350,3.7,46-55
2025-11-13 11:17:55.792988304,Hatchback,Mahindra,South,Petrol,1836921,254,2.7,56+
2025-11-15 07:10:19.031719520,Electric,Maruti,West,Electric,2747939,442,4.6,26-35
2025-11-17 03:02:42.270450752,Electric,Tata,West,Electric,660381,201,2.6,56+
2025-11-18 22:55:05.509181968,Sedan,Tata,Central,Petrol,2219014,327,4.3,36-45
2025-11-20 18:47:28.747913184,Truck,Tata,North,Electric,3046982,115,4.4,46-55
2025-11-22 14:39:51.986644400,Sedan,Maruti,Central,Hybrid,2077969,372,3.4,26-35
2025-11-24 10:32:15.225375616,Truck,Maruti,East,Diesel,1404098,319,4.6,56+
2025-11-26 06:24:38.464106832,Truck,Mahindra,South,Diesel,1905568,391,3.8,46-55
2025-11-28 02:17:01.702838064,Electric,Toyota,East,Diesel,568920,242,3.7,46-55
2025-11-29 22:09:24.941569280,SUV,Mahindra,West,Petrol,1330051,274,2.6,26-35
2025-12-01 18:01:48.180300496,SUV,Mahindra,Central,Electric,3247176,353,3.2,56+
2025-12-03 13:54:11.419031712,Hatchback,Maruti,Central,Hybrid,3528149,46,4.8,46-55
2025-12-05 09:46:34.657762928,Electric,Tata,Central,Hybrid,3138509,314,3.5,46-55
